Team 1,Team 2,Winner,Margin,Ground,Match Date,ID
Denmark,Germany,Germany,7 wickets,Castel,19-Jun-19,802
Guernsey,Norway,Guernsey,4 wickets,Castel,19-Jun-19,801
Denmark,Italy,no result,-,Castel,18-Jun-19,800
Guernsey,Denmark,no result,-,Castel,18-Jun-19,799
Denmark,Norway,Denmark,46 runs,Castel,17-Jun-19,798
Guernsey,Italy,Italy,11 runs,St Peter Port,16-Jun-19,797
Jersey,Norway,Jersey,80 runs,Castel,16-Jun-19,796
Germany,Italy,Italy,5 wickets,St Peter Port,16-Jun-19,795
Denmark,Jersey,Jersey,18 runs,Castel,16-Jun-19,794
Guernsey,Germany,Germany,5 wickets,Castel,15-Jun-19,793
Guernsey,Jersey,Jersey,8 wickets,Castel,15-Jun-19,792
Italy,Norway,Italy,20 runs,St Peter Port,15-Jun-19,791
Guernsey,Jersey,Jersey,41 runs,Castel,1-Jun-19,790
Guernsey,Jersey,Jersey,76 runs,Castel,1-Jun-19,789
Guernsey,Jersey,tied,-,St Peter Port,31-May-19,788
Germany,Italy,Italy,6 wickets,Utrecht,25-May-19,787
Germany,Italy,Italy,7 wickets,Utrecht,25-May-19,786
Uganda,Ghana,Uganda,7 wickets,Kampala,23-May-19,785
Botswana,Namibia,Namibia,10 wickets,Kampala,22-May-19,784
Uganda,Kenya,Kenya,1 run,Kampala,22-May-19,783
Ghana,Nigeria,Nigeria,28 runs,Kampala,22-May-19,782
Botswana,Nigeria,Nigeria,11 runs,Kampala,21-May-19,781
Ghana,Kenya,Kenya,53 runs,Kampala,21-May-19,780
Uganda,Namibia,Namibia,42 runs,Kampala,21-May-19,779
Ghana,Namibia,Namibia,9 wickets,Kampala,20-May-19,778
Uganda,Botswana,Uganda,52 runs,Kampala,20-May-19,777
Kenya,Nigeria,Kenya,8 wickets,Kampala,20-May-19,776
Belgium,Germany,Germany,6 wickets,Waterloo,12-May-19,775
Belgium,Germany,Germany,62 runs,Waterloo,11-May-19,774
Belgium,Germany,Germany,9 runs,Waterloo,11-May-19,773
England,Pakistan,England,7 wickets,Cardiff,5-May-19,772
Mexico,Panama,Panama,33 runs,Naucalpan,27-Apr-19,771
Belize,Costa Rica,Belize,5 wickets,Naucalpan,27-Apr-19,770
Belize,Panama,Belize,9 runs,Naucalpan,26-Apr-19,769
Mexico,Costa Rica,Mexico,3 wickets,Naucalpan,26-Apr-19,768
Costa Rica,Panama,Panama,7 wickets,Naucalpan,25-Apr-19,767
Mexico,Belize,Belize,4 wickets,Naucalpan,25-Apr-19,766
Spain,Malta,Spain,109 runs,Cartagena,30-Mar-19,765
Spain,Malta,Spain,7 wickets,Cartagena,29-Mar-19,764
South Africa,Sri Lanka,South Africa,45 runs,Johannesburg,24-Mar-19,763
P.N.G.,Vanuatu,P.N.G.,10 wickets,Port Moresby,24-Mar-19,762
Philippines,Vanuatu,Philippines,10 runs,Port Moresby,24-Mar-19,761
P.N.G.,Philippines,no result,-,Port Moresby,23-Mar-19,760
Philippines,Vanuatu,Vanuatu,63 runs,Port Moresby,23-Mar-19,759
South Africa,Sri Lanka,South Africa,16 runs,Centurion,22-Mar-19,758
P.N.G.,Vanuatu,P.N.G.,8 wickets,Port Moresby,22-Mar-19,757
P.N.G.,Philippines,P.N.G.,133 runs,Port Moresby,22-Mar-19,756
South Africa,Sri Lanka,tied,-,Cape Town,19-Mar-19,755
U.A.E.,U.S.A.,U.A.E.,24 runs,ICCA Dubai,16-Mar-19,754
U.A.E.,U.S.A.,no result,-,ICCA Dubai,15-Mar-19,753
West Indies,England,England,8 wickets,Basseterre,10-Mar-19,752
West Indies,England,England,137 runs,Basseterre,8-Mar-19,751
West Indies,England,England,4 wickets,Gros Islet,5-Mar-19,750
India,Australia,Australia,7 wickets,Bengaluru,27-Feb-19,749
India,Australia,Australia,3 wickets,Visakhapatnam,24-Feb-19,748
Afghanistan,Ireland,Afghanistan,32 runs,Dehradun,24-Feb-19,747
Afghanistan,Ireland,Afghanistan,84 runs,Dehradun,23-Feb-19,746
Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,21-Feb-19,745
Oman,Scotland,Scotland,7 wickets,Al Amerat,17-Feb-19,744
Ireland,Netherlands,Ireland,1 wicket,Al Amerat,17-Feb-19,743
Ireland,Scotland,Scotland,6 wickets,Al Amerat,15-Feb-19,742
Oman,Netherlands,Netherlands,8 wickets,Al Amerat,15-Feb-19,741
Oman,Ireland,Ireland,15 runs,Al Amerat,13-Feb-19,740
Netherlands,Scotland,Netherlands,7 wickets,Al Amerat,13-Feb-19,739
New Zealand,India,New Zealand,4 runs,Hamilton,10-Feb-19,738
New Zealand,India,India,7 wickets,Auckland,8-Feb-19,737
South Africa,Pakistan,Pakistan,27 runs,Centurion,6-Feb-19,736
New Zealand,India,New Zealand,80 runs,Wellington,6-Feb-19,735
South Africa,Pakistan,South Africa,7 runs,Johannesburg,3-Feb-19,734
U.A.E.,Nepal,Nepal,14 runs,ICCA Dubai,3-Feb-19,733
South Africa,Pakistan,South Africa,6 runs,Cape Town,1-Feb-19,732
U.A.E.,Nepal,Nepal,4 wickets,ICCA Dubai,1-Feb-19,731
U.A.E.,Nepal,U.A.E.,21 runs,ICCA Dubai,31-Jan-19,730
Qatar,Saudi Arabia,Saudi Arabia,8 wickets,Al Amerat,24-Jan-19,729
Kuwait,Saudi Arabia,Saudi Arabia,7 wickets,Al Amerat,24-Jan-19,728
Bahrain,Qatar,Qatar,48 runs,Al Amerat,24-Jan-19,727
Maldives,Qatar,Qatar,8 wickets,Al Amerat,23-Jan-19,726
Bahrain,Kuwait,Kuwait,7 wickets,Al Amerat,23-Jan-19,725
Kuwait,Qatar,tied,-,Al Amerat,22-Jan-19,724
Maldives,Saudi Arabia,Saudi Arabia,6 wickets,Al Amerat,22-Jan-19,723
Bahrain,Maldives,Bahrain,2 wickets,Al Amerat,21-Jan-19,722
Qatar,Saudi Arabia,Qatar,4 wickets,Al Amerat,21-Jan-19,721
Bahrain,Saudi Arabia,Bahrain,41 runs,Al Amerat,20-Jan-19,720
Kuwait,Maldives,Kuwait,8 wickets,Al Amerat,20-Jan-19,719
New Zealand,Sri Lanka,New Zealand,35 runs,Auckland,11-Jan-19,718
Bangladesh,West Indies,West Indies,50 runs,Mirpur,22-Dec-18,717
Bangladesh,West Indies,Bangladesh,36 runs,Mirpur,20-Dec-18,716
Bangladesh,West Indies,West Indies,8 wickets,Sylhet,17-Dec-18,715
Australia,India,India,6 wickets,Sydney,25-Nov-18,714
Australia,India,no result,-,Melbourne,23-Nov-18,713
Australia,India,Australia,4 runs,Brisbane,21-Nov-18,712
Australia,South Africa,South Africa,21 runs,Carrara,17-Nov-18,711
India,West Indies,India,6 wickets,Chennai,11-Nov-18,710
India,West Indies,India,71 runs,Lucknow,6-Nov-18,709
New Zealand,Pakistan,Pakistan,47 runs,Dubai (DICS),4-Nov-18,708
India,West Indies,India,5 wickets,Eden Gardens,4-Nov-18,707
New Zealand,Pakistan,Pakistan,6 wickets,Dubai (DICS),2-Nov-18,706
New Zealand,Pakistan,Pakistan,2 runs,Abu Dhabi,31-Oct-18,705
Australia,Pakistan,Pakistan,33 runs,Dubai (DICS),28-Oct-18,704
Sri Lanka,England,England,30 runs,Colombo (RPS),27-Oct-18,703
Australia,Pakistan,Pakistan,11 runs,Dubai (DICS),26-Oct-18,702
Australia,Pakistan,Pakistan,66 runs,Abu Dhabi,24-Oct-18,701
U.A.E.,Australia,Australia,7 wickets,Abu Dhabi,22-Oct-18,700
South Africa,Zimbabwe,South Africa,6 wickets,Potchefstroom,12-Oct-18,699
South Africa,Zimbabwe,South Africa,34 runs,East London,9-Oct-18,698
Ireland,Afghanistan,Afghanistan,81 runs,Bready,22-Aug-18,697
Ireland,Afghanistan,Afghanistan,16 runs,Bready,20-Aug-18,696
Sri Lanka,South Africa,Sri Lanka,3 wickets,Colombo (RPS),14-Aug-18,695
Bangladesh,West Indies,Bangladesh,19 runs,Lauderhill,5-Aug-18,694
Bangladesh,West Indies,Bangladesh,12 runs,Lauderhill,4-Aug-18,693
West Indies,Bangladesh,West Indies,7 wickets,Basseterre,31-Jul-18,692
Nepal,Netherlands,no result,-,Lord's,29-Jul-18,691
England,India,India,7 wickets,Bristol,8-Jul-18,690
Australia,Pakistan,Pakistan,6 wickets,Harare,8-Jul-18,689
England,India,England,5 wickets,Cardiff,6-Jul-18,688
Zimbabwe,Australia,Australia,5 wickets,Harare,6-Jul-18,687
Australia,Pakistan,Pakistan,45 runs,Harare,5-Jul-18,686
Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,4-Jul-18,685
England,India,India,8 wickets,Manchester,3-Jul-18,684
Zimbabwe,Australia,Australia,100 runs,Harare,3-Jul-18,683
Australia,Pakistan,Australia,9 wickets,Harare,2-Jul-18,682
Zimbabwe,Pakistan,Pakistan,74 runs,Harare,1-Jul-18,681
Ireland,India,India,143 runs,Dublin (Malahide),29-Jun-18,680
England,Australia,England,28 runs,Birmingham,27-Jun-18,679
Ireland,India,India,76 runs,Dublin (Malahide),27-Jun-18,678
Netherlands,Scotland,Scotland,115 runs,Amstelveen,20-Jun-18,677
Netherlands,Scotland,Scotland,7 wickets,Amstelveen,19-Jun-18,676
Ireland,Scotland,tied,-,Deventer,17-Jun-18,675
Ireland,Scotland,Ireland,46 runs,Deventer,16-Jun-18,674
Netherlands,Ireland,Netherlands,4 wickets,Rotterdam,13-Jun-18,673
Scotland,Pakistan,Pakistan,84 runs,Edinburgh,13-Jun-18,672
Netherlands,Ireland,Netherlands,4 runs,Rotterdam,12-Jun-18,671
Scotland,Pakistan,Pakistan,48 runs,Edinburgh,12-Jun-18,670
Afghanistan,Bangladesh,Afghanistan,1 run,Dehradun,7-Jun-18,669
Afghanistan,Bangladesh,Afghanistan,6 wickets,Dehradun,5-Jun-18,668
Afghanistan,Bangladesh,Afghanistan,45 runs,Dehradun,3-Jun-18,667
ICC World XI,West Indies,West Indies,72 runs,Lord's,31-May-18,666
Pakistan,West Indies,Pakistan,8 wickets,Karachi,3-Apr-18,665
Pakistan,West Indies,Pakistan,82 runs,Karachi,2-Apr-18,664
Pakistan,West Indies,Pakistan,143 runs,Karachi,1-Apr-18,663
Bangladesh,India,India,4 wickets,Colombo (RPS),18-Mar-18,662
Sri Lanka,Bangladesh,Bangladesh,2 wickets,Colombo (RPS),16-Mar-18,661
Bangladesh,India,India,17 runs,Colombo (RPS),14-Mar-18,660
Sri Lanka,India,India,6 wickets,Colombo (RPS),12-Mar-18,659
Sri Lanka,Bangladesh,Bangladesh,5 wickets,Colombo (RPS),10-Mar-18,658
Bangladesh,India,India,6 wickets,Colombo (RPS),8-Mar-18,657
Sri Lanka,India,Sri Lanka,5 wickets,Colombo (RPS),6-Mar-18,656
South Africa,India,India,7 runs,Cape Town,24-Feb-18,655
South Africa,India,South Africa,6 wickets,Centurion,21-Feb-18,654
New Zealand,Australia,Australia,19 runs,Auckland,21-Feb-18,653
South Africa,India,India,28 runs,Johannesburg,18-Feb-18,652
Bangladesh,Sri Lanka,Sri Lanka,75 runs,Sylhet,18-Feb-18,651
New Zealand,England,England,2 runs,Hamilton,18-Feb-18,650
New Zealand,Australia,Australia,5 wickets,Auckland,16-Feb-18,649
Bangladesh,Sri Lanka,Sri Lanka,6 wickets,Mirpur,15-Feb-18,648
New Zealand,England,New Zealand,12 runs,Wellington,13-Feb-18,647
Australia,England,Australia,7 wickets,Melbourne,10-Feb-18,646
Australia,England,Australia,5 wickets,Hobart,7-Feb-18,645
Afghanistan,Zimbabwe,Afghanistan,17 runs,Sharjah,6-Feb-18,644
Afghanistan,Zimbabwe,Afghanistan,5 wickets,Sharjah,5-Feb-18,643
Australia,New Zealand,Australia,7 wickets,Sydney,3-Feb-18,642
New Zealand,Pakistan,Pakistan,18 runs,Mount Maunganui,28-Jan-18,641
New Zealand,Pakistan,Pakistan,48 runs,Auckland,25-Jan-18,640
New Zealand,Pakistan,New Zealand,7 wickets,Wellington,22-Jan-18,639
New Zealand,West Indies,New Zealand,119 runs,Mount Maunganui,3-Jan-18,638
New Zealand,West Indies,no result,-,Mount Maunganui,1-Jan-18,637
New Zealand,West Indies,New Zealand,47 runs,Nelson,29-Dec-17,636
India,Sri Lanka,India,5 wickets,Wankhede,24-Dec-17,635
India,Sri Lanka,India,88 runs,Indore,22-Dec-17,634
India,Sri Lanka,India,93 runs,Cuttack,20-Dec-17,633
India,New Zealand,India,6 runs,Thiruvananthapuram,7-Nov-17,632
India,New Zealand,New Zealand,40 runs,Rajkot,4-Nov-17,631
India,New Zealand,India,53 runs,Delhi,1-Nov-17,630
Pakistan,Sri Lanka,Pakistan,36 runs,Lahore,29-Oct-17,629
South Africa,Bangladesh,South Africa,83 runs,Potchefstroom,29-Oct-17,628
Pakistan,Sri Lanka,Pakistan,2 wickets,Abu Dhabi,27-Oct-17,627
Pakistan,Sri Lanka,Pakistan,7 wickets,Abu Dhabi,26-Oct-17,626
South Africa,Bangladesh,South Africa,20 runs,Bloemfontein,26-Oct-17,625
India,Australia,Australia,8 wickets,Guwahati,10-Oct-17,624
India,Australia,India,9 wickets,Ranchi,7-Oct-17,623
England,West Indies,West Indies,21 runs,Chester-le-Street,16-Sep-17,622
Pakistan,World-XI,Pakistan,33 runs,Lahore,15-Sep-17,621
Pakistan,World-XI,World-XI,7 wickets,Lahore,13-Sep-17,620
Pakistan,World-XI,Pakistan,20 runs,Lahore,12-Sep-17,619
Sri Lanka,India,India,7 wickets,Colombo (RPS),6-Sep-17,618
West Indies,India,West Indies,9 wickets,Kingston,9-Jul-17,617
England,South Africa,England,19 runs,Cardiff,25-Jun-17,616
England,South Africa,South Africa,3 runs,Taunton,23-Jun-17,615
England,South Africa,England,9 wickets,Southampton,21-Jun-17,614
West Indies,Afghanistan,West Indies,7 wickets,Basseterre,5-Jun-17,613
West Indies,Afghanistan,West Indies,29 runs,Basseterre,3-Jun-17,612
West Indies,Afghanistan,West Indies,6 wickets,Basseterre,2-Jun-17,611
U.A.E.,P.N.G.,U.A.E.,5 wickets,Abu Dhabi,14-Apr-17,610
U.A.E.,P.N.G.,U.A.E.,30 runs,Abu Dhabi,14-Apr-17,609
U.A.E.,P.N.G.,U.A.E.,5 wickets,Abu Dhabi,12-Apr-17,608
Sri Lanka,Bangladesh,Bangladesh,45 runs,Colombo (RPS),6-Apr-17,607
Sri Lanka,Bangladesh,Sri Lanka,6 wickets,Colombo (RPS),4-Apr-17,606
West Indies,Pakistan,Pakistan,7 wickets,Port of Spain,2-Apr-17,605
West Indies,Pakistan,West Indies,7 wickets,Port of Spain,1-Apr-17,604
West Indies,Pakistan,Pakistan,3 runs,Port of Spain,30-Mar-17,603
West Indies,Pakistan,Pakistan,6 wickets,Bridgetown,26-Mar-17,602
Afghanistan,Ireland,Afghanistan,28 runs,Greater Noida,12-Mar-17,601
Afghanistan,Ireland,Afghanistan,17 runs,Greater Noida,10-Mar-17,600
Afghanistan,Ireland,Afghanistan,6 wickets,Greater Noida,8-Mar-17,599
Australia,Sri Lanka,Australia,41 runs,Adelaide,22-Feb-17,598
Australia,Sri Lanka,Sri Lanka,2 wickets,Geelong,19-Feb-17,597
Australia,Sri Lanka,Sri Lanka,5 wickets,Melbourne,17-Feb-17,596
New Zealand,South Africa,South Africa,78 runs,Auckland,17-Feb-17,595
India,England,India,75 runs,Bengaluru,1-Feb-17,594
India,England,India,5 runs,Nagpur,29-Jan-17,593
India,England,England,7 wickets,Kanpur,26-Jan-17,592
South Africa,Sri Lanka,Sri Lanka,5 wickets,Cape Town,25-Jan-17,591
South Africa,Sri Lanka,Sri Lanka,3 wickets,Johannesburg,22-Jan-17,590
South Africa,Sri Lanka,South Africa,19 runs,Centurion,20-Jan-17,589
Afghanistan,Ireland,Afghanistan,10 wickets,Dubai (DICS),20-Jan-17,588
Ireland,Scotland,Ireland,98 runs,Dubai (DICS),20-Jan-17,587
Afghanistan,Oman,Afghanistan,8 wickets,Dubai (DICS),20-Jan-17,586
Oman,Scotland,Scotland,7 wickets,Dubai (DICS),19-Jan-17,585
Hong Kong,Netherlands,Hong Kong,91 runs,Dubai (DICS),18-Jan-17,584
U.A.E.,Ireland,Ireland,24 runs,Dubai (DICS),18-Jan-17,583
Netherlands,Scotland,Scotland,7 runs,Abu Dhabi,17-Jan-17,582
U.A.E.,Afghanistan,Afghanistan,5 wickets,Abu Dhabi,16-Jan-17,581
Hong Kong,Oman,Oman,7 wickets,Abu Dhabi,16-Jan-17,580
Netherlands,Oman,Netherlands,5 wickets,Abu Dhabi,15-Jan-17,579
Afghanistan,Ireland,Afghanistan,5 wickets,Abu Dhabi,14-Jan-17,578
Hong Kong,Scotland,Scotland,24 runs,Abu Dhabi,14-Jan-17,577
New Zealand,Bangladesh,New Zealand,27 runs,Mount Maunganui,8-Jan-17,576
New Zealand,Bangladesh,New Zealand,47 runs,Mount Maunganui,6-Jan-17,575
New Zealand,Bangladesh,New Zealand,6 wickets,Napier,3-Jan-17,574
U.A.E.,Afghanistan,Afghanistan,44 runs,ICCA Dubai,18-Dec-16,573
U.A.E.,Afghanistan,Afghanistan,5 wickets,Dubai (DICS),16-Dec-16,572
U.A.E.,Afghanistan,Afghanistan,11 runs,ICCA Dubai,14-Dec-16,571
Pakistan,West Indies,Pakistan,8 wickets,Abu Dhabi,27-Sep-16,570
Pakistan,West Indies,Pakistan,16 runs,Dubai (DICS),24-Sep-16,569
Pakistan,West Indies,Pakistan,9 wickets,Dubai (DICS),23-Sep-16,568
Sri Lanka,Australia,Australia,4 wickets,Colombo (RPS),9-Sep-16,567
England,Pakistan,Pakistan,9 wickets,Manchester,7-Sep-16,566
Sri Lanka,Australia,Australia,85 runs,Pallekele,6-Sep-16,565
Ireland,Hong Kong,Hong Kong,40 runs,Bready,5-Sep-16,564
India,West Indies,no result,-,Lauderhill,28-Aug-16,563
India,West Indies,West Indies,1 run,Lauderhill,27-Aug-16,562
England,Sri Lanka,England,8 wickets,Southampton,5-Jul-16,561
Zimbabwe,India,India,3 runs,Harare,22-Jun-16,560
Zimbabwe,India,India,10 wickets,Harare,20-Jun-16,559
Zimbabwe,India,Zimbabwe,2 runs,Harare,18-Jun-16,558
England,West Indies,West Indies,4 wickets,Eden Gardens,3-Apr-16,557
India,West Indies,West Indies,7 wickets,Wankhede,31-Mar-16,556
England,New Zealand,England,7 wickets,Delhi,30-Mar-16,555
South Africa,Sri Lanka,South Africa,8 wickets,Delhi,28-Mar-16,554
India,Australia,India,6 wickets,Mohali,27-Mar-16,553
Afghanistan,West Indies,Afghanistan,6 runs,Nagpur,27-Mar-16,552
England,Sri Lanka,England,10 runs,Delhi,26-Mar-16,551
Bangladesh,New Zealand,New Zealand,75 runs,Eden Gardens,26-Mar-16,550
South Africa,West Indies,West Indies,3 wickets,Nagpur,25-Mar-16,549
Australia,Pakistan,Australia,21 runs,Mohali,25-Mar-16,548
India,Bangladesh,India,1 run,Bengaluru,23-Mar-16,547
Afghanistan,England,England,15 runs,Delhi,23-Mar-16,546
New Zealand,Pakistan,New Zealand,22 runs,Mohali,22-Mar-16,545
Australia,Bangladesh,Australia,3 wickets,Bengaluru,21-Mar-16,544
Sri Lanka,West Indies,West Indies,7 wickets,Bengaluru,20-Mar-16,543
Afghanistan,South Africa,South Africa,37 runs,Wankhede,20-Mar-16,542
India,Pakistan,India,6 wickets,Eden Gardens,19-Mar-16,541
England,South Africa,England,2 wickets,Wankhede,18-Mar-16,540
Australia,New Zealand,New Zealand,8 runs,Dharamsala,18-Mar-16,539
Afghanistan,Sri Lanka,Sri Lanka,6 wickets,Eden Gardens,17-Mar-16,538
England,West Indies,West Indies,6 wickets,Wankhede,16-Mar-16,537
Bangladesh,Pakistan,Pakistan,55 runs,Eden Gardens,16-Mar-16,536
India,New Zealand,New Zealand,47 runs,Nagpur,15-Mar-16,535
Bangladesh,Oman,Bangladesh,54 runs,Dharamsala,13-Mar-16,534
Ireland,Netherlands,Netherlands,12 runs,Dharamsala,13-Mar-16,533
Hong Kong,Scotland,Scotland,8 wickets,Nagpur,12-Mar-16,532
Afghanistan,Zimbabwe,Afghanistan,59 runs,Nagpur,12-Mar-16,531
Bangladesh,Ireland,no result,-,Dharamsala,11-Mar-16,530
Netherlands,Oman,no result,-,Dharamsala,11-Mar-16,529
Afghanistan,Hong Kong,Afghanistan,6 wickets,Nagpur,10-Mar-16,528
Scotland,Zimbabwe,Zimbabwe,11 runs,Nagpur,10-Mar-16,527
South Africa,Australia,Australia,6 wickets,Cape Town,9-Mar-16,526
Ireland,Oman,Oman,2 wickets,Dharamsala,9-Mar-16,525
Bangladesh,Netherlands,Bangladesh,8 runs,Dharamsala,9-Mar-16,524
Afghanistan,Scotland,Afghanistan,14 runs,Nagpur,8-Mar-16,523
Hong Kong,Zimbabwe,Zimbabwe,14 runs,Nagpur,8-Mar-16,522
Bangladesh,India,India,8 wickets,Mirpur,6-Mar-16,521
South Africa,Australia,Australia,5 wickets,Johannesburg,6-Mar-16,520
South Africa,Australia,South Africa,3 wickets,Durban,4-Mar-16,519
Pakistan,Sri Lanka,Pakistan,6 wickets,Mirpur,4-Mar-16,518
India,U.A.E.,India,9 wickets,Mirpur,3-Mar-16,517
Bangladesh,Pakistan,Bangladesh,5 wickets,Mirpur,2-Mar-16,516
India,Sri Lanka,India,5 wickets,Mirpur,1-Mar-16,515
Pakistan,U.A.E.,Pakistan,7 wickets,Mirpur,29-Feb-16,514
Bangladesh,Sri Lanka,Bangladesh,23 runs,Mirpur,28-Feb-16,513
India,Pakistan,India,5 wickets,Mirpur,27-Feb-16,512
Bangladesh,U.A.E.,Bangladesh,51 runs,Mirpur,26-Feb-16,511
Sri Lanka,U.A.E.,Sri Lanka,14 runs,Mirpur,25-Feb-16,510
Bangladesh,India,India,45 runs,Mirpur,24-Feb-16,509
Oman,U.A.E.,U.A.E.,71 runs,Mirpur,22-Feb-16,508
Afghanistan,Hong Kong,Afghanistan,66 runs,Mirpur,22-Feb-16,507
South Africa,England,South Africa,9 wickets,Johannesburg,21-Feb-16,506
Hong Kong,U.A.E.,U.A.E.,6 wickets,Fatullah,21-Feb-16,505
Afghanistan,Oman,Afghanistan,3 wickets,Fatullah,20-Feb-16,504
South Africa,England,South Africa,3 wickets,Cape Town,19-Feb-16,503
Hong Kong,Oman,Oman,5 runs,Fatullah,19-Feb-16,502
Afghanistan,U.A.E.,U.A.E.,16 runs,Fatullah,19-Feb-16,501
U.A.E.,Ireland,U.A.E.,5 runs,Abu Dhabi,16-Feb-16,500
India,Sri Lanka,India,9 wickets,Visakhapatnam,14-Feb-16,499
U.A.E.,Ireland,Ireland,34 runs,Abu Dhabi,14-Feb-16,498
India,Sri Lanka,India,69 runs,Ranchi,12-Feb-16,497
India,Sri Lanka,Sri Lanka,5 wickets,Pune,9-Feb-16,496
Ireland,P.N.G.,P.N.G.,11 runs,Townsville,9-Feb-16,495
Ireland,P.N.G.,Ireland,7 runs,Townsville,7-Feb-16,494
Ireland,P.N.G.,Ireland,5 wickets,Townsville,6-Feb-16,493
Netherlands,Scotland,Scotland,37 runs,ICCA Dubai,5-Feb-16,492
U.A.E.,Scotland,U.A.E.,9 runs,ICCA Dubai,4-Feb-16,491
U.A.E.,Netherlands,Netherlands,84 runs,ICCA Dubai,3-Feb-16,490
Australia,India,India,7 wickets,Sydney,31-Jan-16,489
Hong Kong,Scotland,Scotland,37 runs,Mong Kok,31-Jan-16,488
Hong Kong,Scotland,Hong Kong,9 wickets,Mong Kok,30-Jan-16,487
Australia,India,India,27 runs,Melbourne,29-Jan-16,486
Australia,India,India,37 runs,Adelaide,26-Jan-16,485
Bangladesh,Zimbabwe,Zimbabwe,18 runs,Khulna,22-Jan-16,484
New Zealand,Pakistan,New Zealand,95 runs,Wellington,22-Jan-16,483
Bangladesh,Zimbabwe,Zimbabwe,31 runs,Khulna,20-Jan-16,482
Bangladesh,Zimbabwe,Bangladesh,42 runs,Khulna,17-Jan-16,481
New Zealand,Pakistan,New Zealand,10 wickets,Hamilton,17-Jan-16,480
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Khulna,15-Jan-16,479
New Zealand,Pakistan,Pakistan,16 runs,Auckland,15-Jan-16,478
Afghanistan,Zimbabwe,Afghanistan,81 runs,Sharjah,10-Jan-16,477
New Zealand,Sri Lanka,New Zealand,9 wickets,Auckland,10-Jan-16,476
Afghanistan,Zimbabwe,Afghanistan,5 runs,Sharjah,8-Jan-16,475
New Zealand,Sri Lanka,New Zealand,3 runs,Mount Maunganui,7-Jan-16,474
England,Pakistan,tied,-,Sharjah,30-Nov-15,473
Afghanistan,Oman,Afghanistan,12 runs,Abu Dhabi,30-Nov-15,472
Afghanistan,Oman,Afghanistan,27 runs,Abu Dhabi,29-Nov-15,471
Afghanistan,Hong Kong,Hong Kong,4 wickets,Abu Dhabi,28-Nov-15,470
England,Pakistan,England,3 runs,Dubai (DICS),27-Nov-15,469
England,Pakistan,England,14 runs,Dubai (DICS),26-Nov-15,468
Hong Kong,Oman,Hong Kong,8 wickets,Abu Dhabi,26-Nov-15,467
Hong Kong,Oman,Oman,4 runs,Abu Dhabi,25-Nov-15,466
U.A.E.,Oman,U.A.E.,7 wickets,Abu Dhabi,22-Nov-15,465
Hong Kong,Oman,Oman,6 wickets,Abu Dhabi,21-Nov-15,464
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Mirpur,15-Nov-15,463
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Mirpur,13-Nov-15,462
Sri Lanka,West Indies,West Indies,23 runs,Colombo (RPS),11-Nov-15,461
Sri Lanka,West Indies,Sri Lanka,30 runs,Pallekele,9-Nov-15,460
Zimbabwe,Afghanistan,Afghanistan,5 wickets,Bulawayo,28-Oct-15,459
Zimbabwe,Afghanistan,Afghanistan,6 wickets,Bulawayo,26-Oct-15,458
India,South Africa,South Africa,6 wickets,Cuttack,5-Oct-15,457
India,South Africa,South Africa,7 wickets,Dharamsala,2-Oct-15,456
Zimbabwe,Pakistan,Pakistan,15 runs,Harare,29-Sep-15,455
Zimbabwe,Pakistan,Pakistan,13 runs,Harare,27-Sep-15,454
England,Australia,England,5 runs,Cardiff,31-Aug-15,453
South Africa,New Zealand,New Zealand,32 runs,Centurion,16-Aug-15,452
South Africa,New Zealand,South Africa,6 wickets,Durban,14-Aug-15,451
Zimbabwe,New Zealand,New Zealand,80 runs,Harare,9-Aug-15,450
Sri Lanka,Pakistan,Pakistan,1 wicket,Colombo (RPS),1-Aug-15,449
Sri Lanka,Pakistan,Pakistan,29 runs,Colombo (RPS),30-Jul-15,448
Ireland,Netherlands,Netherlands,5 wickets,Dublin (Malahide),25-Jul-15,447
Hong Kong,Scotland,Scotland,5 wickets,Dublin (Malahide),25-Jul-15,446
Afghanistan,Oman,Afghanistan,5 wickets,Dublin,25-Jul-15,445
Afghanistan,P.N.G.,Afghanistan,6 wickets,Dublin (Malahide),23-Jul-15,444
Afghanistan,Hong Kong,Hong Kong,5 wickets,Dublin (Malahide),21-Jul-15,443
Zimbabwe,India,Zimbabwe,10 runs,Harare,19-Jul-15,442
Ireland,Hong Kong,Hong Kong,5 runs,Dublin (Malahide),17-Jul-15,441
Zimbabwe,India,India,54 runs,Harare,17-Jul-15,440
Nepal,P.N.G.,P.N.G.,8 wickets,Dublin (Malahide),17-Jul-15,439
Hong Kong,Nepal,Hong Kong,5 wickets,Belfast,15-Jul-15,438
Ireland,P.N.G.,P.N.G.,2 wickets,Belfast,15-Jul-15,437
Ireland,Nepal,Ireland,8 wickets,Belfast,13-Jul-15,436
Scotland,Afghanistan,Afghanistan,37 runs,Edinburgh,12-Jul-15,435
Netherlands,U.A.E.,Netherlands,7 wickets,Edinburgh,12-Jul-15,434
